keyword,normalized_keyword,intent,page_type,target_url,volume,difficulty,priority,sources,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,gsc_page,gsc_country,status,notes
most comfortable formal heels,most comfortable formal heels,informational,blog,https://inc5shop.com/blog,10,HIGH 100,low,keyword_planner,,,,,,,new,GKP volume 10; competition HIGH 100
off8ce shoes,off8ce shoes,informational,blog,https://inc5shop.com/blog,10,HIGH 100,low,keyword_planner,,,,,,,new,GKP volume 10; competition HIGH 100
office shoes sale,office shoes sale,informational,blog,https://inc5shop.com/blog,10,HIGH 100,low,keyword_planner,,,,,,,new,GKP volume 10; competition HIGH 100
pink inc shoes,pink inc shoes,informational,blog,https://inc5shop.com/blog,10,,low,keyword_planner,,,,,,,new,GKP volume 10
pink shoes near me,pink shoes near me,informational,blog,https://inc5shop.com/blog,10,MEDIUM 34,low,keyword_planner,,,,,,,new,GKP volume 10; competition MEDIUM 34
pink summer shoes,pink summer shoes,informational,blog,https://inc5shop.com/blog,10,LOW,low,keyword_planner,,,,,,,new,GKP volume 10; competition LOW
platform shoes near me,platform shoes near me,informational,blog,https://inc5shop.com/blog,10,LOW 23,low,keyword_planner,,,,,,,new,GKP volume 10; competition LOW 23
shoe company boots,shoe company boots,informational,blog,https://inc5shop.com/blog,10,MEDIUM 43,low,keyword_planner,,,,,,,new,GKP volume 10; competition MEDIUM 43
shoe company sandals,shoe company sandals,informational,blog,https://inc5shop.com/blog,10,HIGH 100,low,keyword_planner,,,,,,,new,GKP volume 10; competition HIGH 100
stylish comfy shoes,stylish comfy shoes,informational,blog,https://inc5shop.com/blog,10,HIGH 91,low,keyword_planner,,,,,,,new,GKP volume 10; competition HIGH 91
supportive dress shoes for women,supportive dress shoes for women,informational,blog,https://inc5shop.com/blog,10,LOW,low,keyword_planner,,,,,,,new,GKP volume 10; competition LOW
tan summer shoes,tan summer shoes,informational,blog,https://inc5shop.com/blog,10,LOW,low,keyword_planner,,,,,,,new,GKP volume 10; competition LOW
trending designer shoes,trending designer shoes,informational,blog,https://inc5shop.com/blog,10,LOW,low,keyword_planner,,,,,,,new,GKP volume 10; competition LOW
trendy dress shoes,trendy dress shoes,informational,blog,https://inc5shop.com/blog,10,,low,keyword_planner,,,,,,,new,GKP volume 10
trendy summer shoes,trendy summer shoes,informational,blog,https://inc5shop.com/blog,10,HIGH 100,low,keyword_planner,,,,,,,new,GKP volume 10; competition HIGH 100
women's business casual shoes with arch support,women's business casual shoes with arch support,informational,blog,https://inc5shop.com/blog,10,LOW,low,keyword_planner,,,,,,,new,GKP volume 10; competition LOW
women's designer shoes sale,women's designer shoes sale,informational,blog,https://inc5shop.com/blog,10,HIGH 100,low,keyword_planner,,,,,,,new,GKP volume 10; competition HIGH 100
women's dress shoes comfortable for walking,women's dress shoes comfortable for walking,informational,blog,https://inc5shop.com/blog,10,HIGH 100,low,keyword_planner,,,,,,,new,GKP volume 10; competition HIGH 100
women's dress shoes with arch support,women's dress shoes with arch support,informational,blog,https://inc5shop.com/blog,10,HIGH 100,low,keyword_planner,,,,,,,new,GKP volume 10; competition HIGH 100
women's italian leather shoes,women's italian leather shoes,informational,blog,https://inc5shop.com/blog,10,HIGH 100,low,keyword_planner,,,,,,,new,GKP volume 10; competition HIGH 100
women's online shoe stores,women's online shoe stores,informational,blog,https://inc5shop.com/blog,10,HIGH 100,low,keyword_planner,,,,,,,new,GKP volume 10; competition HIGH 100
womens 12 shoes,womens 12 shoes,informational,blog,https://inc5shop.com/blog,10,HIGH 100,low,keyword_planner,,,,,,,new,GKP volume 10; competition HIGH 100
womens dress shoes near me,womens dress shoes near me,informational,blog,https://inc5shop.com/blog,10,LOW 11,low,keyword_planner,,,,,,,new,GKP volume 10; competition LOW 11
womens dress walking shoes,womens dress walking shoes,informational,blog,https://inc5shop.com/blog,10,HIGH 100,low,keyword_planner,,,,,,,new,GKP volume 10; competition HIGH 100
womens leather dress shoes,womens leather dress shoes,informational,blog,https://inc5shop.com/blog,10,HIGH 75,low,keyword_planner,,,,,,,new,GKP volume 10; competition HIGH 75
womens occasion shoes,womens occasion shoes,informational,blog,https://inc5shop.com/blog,10,HIGH 100,low,keyword_planner,,,,,,,new,GKP volume 10; competition HIGH 100
womens summer dress shoes,womens summer dress shoes,informational,blog,https://inc5shop.com/blog,10,LOW 30,low,keyword_planner,,,,,,,new,GKP volume 10; competition LOW 30
womens tan dress shoes,womens tan dress shoes,informational,blog,https://inc5shop.com/blog,10,LOW 29,low,keyword_planner,,,,,,,new,GKP volume 10; competition LOW 29
low heel dress shoes with arch support,low heel dress shoes with arch support,informational,blog,https://inc5shop.com/blog,,,low,keyword_planner,,,,,,,new,Seeded from normalized keyword research evidence
